City,Country,CostofLivingIndex,RentIndex,CostofLivingPlusRentIndex,GroceriesIndex,RestaurantPriceIndex,LocalPurchasingPowerIndex,latitude,longitude,Year
Luxembourg, Luxembourg,95.37,61.59,79.08,82.71,109.61,127.42,49.611621,6.1319346,2018
Skopje, Macedonia,38.51,9.26,24.4,30.7,29.14,41.99,41.9960421,21.431647,2018
Johor Bahru, Malaysia,50.98,11.96,32.16,63.42,25.08,42.93,1.492659,103.7413591,2018
Kota Kinabalu, Malaysia,47.75,10.48,29.78,56.27,23.67,37.17,5.980408,116.0734568,2018
Kuala Lumpur, Malaysia,46.28,17.96,32.62,47.17,27.39,80.73,3.139003,101.686855,2018
Penang, Malaysia,49.5,10.67,30.78,56.99,26.28,68.42,5.4163935,100.3326786,2018
Selangor, Malaysia,46.04,11.34,29.31,50.35,23.26,88.61,3.0738379,101.5183469,2018
Malta, Malta,68.44,26.6,48.26,54.11,69,72.13,35.937496,14.375416,2018
Sliema, Malta,78.94,36.17,58.32,69.3,89.2,74.89,35.9110081,14.502904,2018
Cancun, Mexico,35.58,9.8,23.15,29.93,35.3,61.69,21.161908,-86.8515279,2018
Guadalajara, Mexico,34.19,10.12,22.58,33.15,30.82,71.87,20.6596988,-103.3496092,2018
Merida, Mexico,33.18,7.58,20.83,32.01,26.75,37.23,20.9673702,-89.5925857,2018
Mexico City, Mexico,37.54,17.84,28.04,34.66,32.65,64.03,19.4326077,-99.133208,2018
Monterrey, Mexico,38.45,11.52,25.46,35.16,38.06,84.22,25.6866142,-100.3161126,2018
Puerto Vallarta, Mexico,32.7,11.52,22.48,32.27,31.03,62.36,20.653407,-105.2253316,2018
Queretaro, Mexico,33.51,9.52,21.94,33.17,27.96,63.18,20.5887932,-100.3898881,2018
Tijuana, Mexico,34.13,10.81,22.88,32.67,32.65,45.26,32.5149469,-117.0382471,2018
Chisinau, Moldova,34.06,9.35,22.14,27.64,25.5,31.39,47.0104529,28.8638102,2018
Ulaanbaatar, Mongolia,38.13,11.34,25.21,37.23,25.59,33.71,47.8863988,106.9057439,2018
Podgorica, Montenegro,44.68,11.1,28.48,35.64,37.75,51.8,42.4304196,19.2593642,2018
Casablanca, Morocco,38.81,16.45,28.02,33.78,28.81,47.32,33.5731104,-7.5898434,2018
Rabat, Morocco,41.62,13.47,28.04,37.31,27.57,45.29,33.9715904,-6.8498129,2018
Kathmandu, Nepal,36.06,5.83,21.48,33.22,21.92,23.73,27.7172453,85.3239605,2018
Amsterdam, Netherlands,89.14,58.22,74.23,70.13,95.2,101.7,52.3679843,4.9035614,2018
Eindhoven, Netherlands,78.72,35.2,57.73,63.05,88.51,119.87,51.441642,5.4697225,2018
Groningen, Netherlands,76.64,30.91,54.59,66.99,87.82,105.46,53.2193835,6.5665017,2018
Maastricht, Netherlands,80.69,33.35,57.86,70.13,81.68,105.35,50.8513682,5.6909725,2018
Rotterdam, Netherlands,82.64,35.28,59.8,63.02,94.81,102.03,51.9244201,4.4777326,2018
The Hague (Den Haag), Netherlands,84.97,35.55,61.14,70.25,89.11,106.25,52.0704978,4.3006999,2018
Utrecht, Netherlands,83.34,40.23,62.55,68.39,97.89,105.9,52.0907374,5.1214201,2018
Auckland, New Zealand,86.93,46.95,67.65,79.21,72.26,99.37,-36.8484597,174.7633315,2018
Christchurch, New Zealand,80.51,30.13,56.21,75.7,78.95,90.4,-43.5320544,172.6362254,2018
Hamilton, New Zealand,88.09,26.98,58.62,81.69,84.97,128.21,-37.7870012,175.279253,2018
Wellington, New Zealand,80.87,40.42,61.36,77.17,72.02,118.59,-41.2864603,174.776236,2018
Bergen, Norway,112.31,40.3,77.58,101.79,119.61,99.29,60.3912628,5.3220544,2018
Oslo, Norway,117.23,49.28,84.46,112.42,124.09,102.94,59.9138688,10.7522454,2018
Stavanger, Norway,118.61,39.83,80.61,106.09,143.54,118.14,58.9699756,5.7331074,2018
Trondheim, Norway,114.22,42.39,79.58,103.5,134.76,108.29,63.4305149,10.3950528,2018
Muscat, Oman,51.2,25.41,38.76,46.81,51.63,103.55,23.58589,58.4059227,2018
Islamabad, Pakistan,30.83,8.79,20.2,28.5,23.5,43.2,33.6844202,73.0478848,2018
Karachi, Pakistan,27.1,7.46,17.63,25.6,21.62,39.06,24.8607343,67.0011364,2018
Lahore, Pakistan,29.53,6.67,18.5,26.83,26.39,51.44,31.5203696,74.3587473,2018
Panama City, Panama,57.23,32.46,45.29,56.48,52.95,38.24,8.9823792,-79.5198696,2018
Asuncion, Paraguay,36.16,10.71,23.88,30.88,27.65,34.68,-25.2637399,-57.575926,2018
Lima, Peru,43.92,17.91,31.38,39.88,31.53,39.55,-12.0463731,-77.042754,2018
Cebu, Philippines,41.81,11.84,27.36,43.31,24.71,26.16,10.607936,123.8857747,2018
Davao, Philippines,33.67,6.84,20.73,32.75,16.83,28.86,7.190708,125.455341,2018
Makati, Philippines,55.54,26.91,41.73,59.97,28.91,46.37,14.554729,121.0244452,2018
Manila, Philippines,42.4,19.94,31.57,38.19,29.13,43.04,14.5995124,120.9842195,2018
Quezon City, Philippines,33.93,7.79,21.33,29.54,19.44,29.57,14.6760413,121.0437003,2018
Valenzuela, Philippines,31.23,3.82,18.01,32.44,12.95,31.9,14.7010556,120.9830225,2018
Bydgoszcz, Poland,44.91,15.1,30.53,35.24,37.73,66.01,53.1234804,18.0084378,2018
Gdansk, Poland,49.01,17.8,33.96,36.86,40.96,72.77,54.3520252,18.6466384,2018
Gdynia, Poland,47.86,14.6,31.82,38.15,43.91,72.98,54.5188898,18.5305409,2018
Katowice, Poland,42.28,12.37,27.86,34.17,32.56,81.77,50.2648919,19.0237815,2018
Krakow (Cracow), Poland,45.79,18.18,32.48,36.66,38.32,73.59,50.0646501,19.9449799,2018
Lodz, Poland,43.68,12.79,28.78,34.02,36.68,70.09,51.7592485,19.4559833,2018
Lublin, Poland,42.33,18.04,30.62,34.52,34.11,57.02,51.2464536,22.5684463,2018
Poznan, Poland,45.27,15.45,30.89,37.57,37.54,74.63,52.406374,16.9251681,2018
Szczecin, Poland,44.61,12.73,29.23,35.91,34.7,60.33,53.4285438,14.5528116,2018
Warsaw, Poland,48.31,22.5,35.86,38.53,42.2,77.31,52.2296756,21.0122287,2018
Wroclaw, Poland,46.27,19.64,33.43,38.06,39.12,74.19,51.1078852,17.0385376,2018
Braga, Portugal,51.43,12.28,32.55,42.67,36.9,71.62,41.5454486,-8.426507,2018
Coimbra, Portugal,54.5,14.58,35.25,46.39,42.38,75.56,40.2033145,-8.4102573,2018
Lisbon, Portugal,57.69,29.33,44.01,47.02,50.14,58.48,38.7222524,-9.1393366,2018
Porto, Portugal,54.92,20.87,38.5,45.79,44.12,63.31,41.1579438,-8.6291053,2018
San Juan, Puerto Rico,68.77,26.09,48.18,66.18,57.67,116.19,18.4655394,-66.1057355,2018
Doha, Qatar,66.12,66.84,66.46,57.95,65.81,120.86,25.2854473,51.5310398,2018
Arad, Romania,36.47,9.22,23.33,30.52,28.55,60.77,46.1865606,21.3122677,2018
Brasov, Romania,38.37,9.96,24.67,31.4,33.82,67.91,45.6579755,25.6011977,2018
Bucharest, Romania,44.38,14,29.73,36.6,40.58,58.75,44.4267674,26.1025384,2018
Cluj-Napoca, Romania,40.51,13.6,27.54,34.7,33.06,59.81,46.7712101,23.6236353,2018
Craiova, Romania,34.34,6.84,21.07,28.61,25.41,58.56,44.3301785,23.7948807,2018
Iasi, Romania,39.81,10.55,25.7,33.52,34.64,51.29,47.1584549,27.6014418,2018
Sibiu, Romania,39.5,8.46,24.53,32.76,33.38,54.27,45.7983273,24.1255826,2018
Timisoara, Romania,41.62,10.78,26.75,34.26,36.97,59.09,45.7488716,21.2086793,2018
Moscow, Russia,51.82,34.1,43.27,40.9,56.03,59.58,55.755826,37.6172999,2018
Novosibirsk, Russia,39.86,12.16,26.5,35.77,34.9,47.89,55.0083526,82.9357327,2018
Saint Petersburg, Russia,46.41,20.17,33.75,38.12,47.73,56.75,59.9342802,30.3350986,2018
Yekaterinburg, Russia,42.05,12.4,27.75,37.86,36.08,52.61,56.8389261,60.6057025,2018
Kigali, Rwanda,37.18,11.85,24.96,31.27,27.33,28.22,-1.9705786,30.1044288,2018
Ad Dammam, Saudi Arabia,48.87,12.68,31.41,42.33,32.19,141.35,26.4206828,50.0887943,2018
Al Khobar, Saudi Arabia,50.18,15.67,33.53,44.86,33.74,124.32,26.2171906,50.1971381,2018
Jeddah (Jiddah), Saudi Arabia,51,14.41,33.35,43.21,34.15,113.18,21.485811,39.1925048,2018
Riyadh, Saudi Arabia,48.21,16.46,32.9,41.46,35.41,129.2,24.7135517,46.6752957,2018
Belgrade, Serbia,43.99,12.28,28.7,32.31,38.34,40.25,44.786568,20.4489216,2018
Nis, Serbia,37.32,5.73,22.09,29.67,30.85,38.68,43.3209022,21.8957589,2018
Novi Sad, Serbia,38.9,7.47,23.74,31.2,28.89,48.41,45.2671352,19.8335496,2018
Singapore, Singapore,91.4,71.89,81.99,83.64,64.4,95.89,1.352083,103.819836,2018
Bratislava, Slovakia,53.64,22.87,38.8,46.54,44.37,72.75,48.1485965,17.1077478,2018
Kosice, Slovakia,51.36,16.16,34.38,44.97,33.36,61.62,48.7163857,21.2610746,2018
Ljubljana, Slovenia,65.47,20.62,43.84,54.76,57.7,74.7,46.0569465,14.5057515,2018
Cape Town, South Africa,47.55,28.98,38.59,40.96,45.21,94.27,-33.9248685,18.4240553,2018
Durban, South Africa,46.3,15.74,31.56,39.21,43.53,96.43,-29.8586804,31.0218404,2018
Johannesburg, South Africa,50.02,22.45,36.72,41.72,49.92,125.99,-26.2041028,28.0473051,2018
Pretoria, South Africa,53.19,15.59,35.06,43.22,47.05,108.14,-25.7478676,28.2292712,2018
Seoul, South Korea,87.56,37.17,63.26,107.06,50.88,107.52,37.566535,126.9779692,2018
Barcelona, Spain,69.75,33.71,52.37,59.29,65.07,77.27,41.3850639,2.1734035,2018
Bilbao, Spain,73.3,30.28,52.55,65.27,75.33,92.96,43.2630126,-2.9349852,2018
Madrid, Spain,67.63,33.41,51.13,56.59,70.41,96.36,40.4167754,-3.7037902,2018
Malaga, Spain,57.23,21.19,39.85,48.93,55.28,94.71,36.7212737,-4.4213988,2018
Palma De Mallorca, Spain,74.08,24.4,50.12,62.9,71.61,80.26,39.5696005,2.6501603,2018
Sevilla, Spain,60.16,21.15,41.35,52.11,58.14,81.43,37.3890924,-5.9844589,2018
Valencia, Spain,60.33,20.61,41.17,50.92,56.84,90.71,39.4699075,-0.3762881,2018
Zaragoza (Saragossa), Spain,65.4,15.21,41.2,54.76,60.66,77.87,41.6488226,-0.8890853,2018
Colombo, Sri Lanka,37.72,9.88,24.29,41.98,22.74,27.62,6.9270786,79.861243,2018
Gothenburg, Sweden,84.38,30.46,58.38,77.45,91.06,112.1,57.70887,11.97456,2018
Malmo, Sweden,79.79,28.57,55.09,73.61,87.62,120.92,55.604981,13.003822,2018
Stockholm, Sweden,90.85,45.27,68.87,84.06,93.71,108.2,59.3293235,18.0685808,2018
Uppsala, Sweden,79.7,28.42,54.97,70.45,87.61,119.75,59.8585638,17.6389267,2018
Basel, Switzerland,130.68,49.68,91.61,127.54,127.22,139.01,47.5595986,7.5885761,2018
Bern, Switzerland,128.03,43.57,87.3,132.7,119.48,112.71,46.9479739,7.4474468,2018
Geneva, Switzerland,134.83,71.7,104.38,138.98,129.74,130.96,46.2043907,6.1431577,2018
Lausanne, Switzerland,127.5,52.32,91.24,126.59,132.12,127.95,46.5196535,6.6322734,2018
Lugano, Switzerland,118.24,52.91,86.73,117.74,122.3,119.86,46.0036778,8.951052,2018
Zurich, Switzerland,141.25,66.14,105.03,149.86,135.76,142.7,47.3768866,8.541694,2018
Kaohsiung, Taiwan,60.22,10.41,36.2,71.17,26.25,127.49,22.6272784,120.3014353,2018
Taipei, Taiwan,72.39,21.61,47.9,87.57,34.77,104.9,25.0329694,121.5654177,2018
Dar Es Salaam, Tanzania,49.66,24.56,37.55,34.82,33.56,18.87,-6.792354,39.2083284,2018
Bangkok, Thailand,55.79,26.21,41.52,62.4,27.99,44.94,13.7563309,100.5017651,2018
Chiang Mai, Thailand,47.92,12.1,30.65,60.54,22.68,31.68,18.7060641,98.9817163,2018
Pattaya, Thailand,47.24,18.59,33.42,50.38,29.61,29.96,12.9235557,100.8824551,2018
Phuket, Thailand,53.17,14.65,34.59,57.38,27.69,55.31,7.9519331,98.3380884,2018
Tunis, Tunisia,30.06,7.39,19.13,29.49,18.19,34.32,36.8064948,10.1815316,2018
Ankara, Turkey,41.21,7.95,25.17,36.71,31.39,56.89,39.9333635,32.8597419,2018
Antalya, Turkey,38.77,7.18,23.53,33.47,29.4,54.45,36.8968908,30.7133233,2018
Bursa, Turkey,40.26,6.73,24.09,34.46,27.63,55.63,40.1885281,29.0609636,2018
Istanbul, Turkey,44.73,14.35,30.08,39.35,33,54.57,41.0082376,28.9783589,2018
Izmir, Turkey,40.97,8.86,25.48,37.48,29.22,54.57,38.423734,27.142826,2018
Kampala, Uganda,34.09,7.59,21.31,28.02,26.64,23.36,0.3475964,32.5825197,2018
Dnipropetrovsk, Ukraine,26.39,6.63,16.86,20.46,22.74,31.06,48.464717,35.046183,2018
Kharkiv, Ukraine,24.85,8.29,16.87,19.26,18.44,27.19,49.9935,36.230383,2018
Kiev, Ukraine,27.52,12.43,20.24,21.96,22.01,37.48,50.4501,30.5234,2018
Lviv, Ukraine,25.31,8.1,17.01,20.5,17.88,26.88,49.839683,24.029717,2018
Odesa, Ukraine,29.79,10.23,20.36,22.29,24.04,27.73,46.482526,30.7233095,2018
Abu Dhabi, United Arab Emirates,64.97,64.25,64.62,54.3,65.93,131.24,24.453884,54.3773438,2018
Dubai, United Arab Emirates,72.58,66.88,69.83,61.71,67.23,123.71,25.2048493,55.2707828,2018
Sharjah, United Arab Emirates,59.38,29.86,45.15,50.37,43.99,123.32,25.3462553,55.4209317,2018
Aberdeen, United Kingdom,83.18,32.13,58.56,67.23,99.29,115.94,57.149717,-2.094278,2018
Belfast, United Kingdom,68.77,23.7,47.04,61.07,79.19,103.27,54.597285,-5.93012,2018
Birmingham, United Kingdom,71.6,29.57,51.33,57.06,79.83,106.25,52.486243,-1.890401,2018
Brighton, United Kingdom,76.4,44.89,61.21,58.61,86.71,83.51,50.82253,-0.137163,2018
Bristol, United Kingdom,77.83,40.01,59.59,63.13,92.62,108.18,51.454513,-2.58791,2018
Cambridge, United Kingdom,82.96,47.33,65.78,67.22,95.67,105.39,52.205337,0.121817,2018
Cardiff, United Kingdom,71.52,28.32,50.69,65.68,72.66,109.78,51.481581,-3.17909,2018
Coventry, United Kingdom,75.72,26.45,51.96,64.04,71.27,133.86,52.406822,-1.519693,2018
Edinburgh, United Kingdom,79.2,34.6,57.69,69.3,89.29,104.25,55.953252,-3.188267,2018
Glasgow, United Kingdom,74.3,28.12,52.03,61.85,79.52,124.11,55.864237,-4.251806,2018
Leeds, United Kingdom,74.92,30.31,53.41,61.69,91.99,109.59,53.8007554,-1.5490774,2018
Liverpool, United Kingdom,69.53,24.96,48.04,52.24,78.55,116.18,53.4083714,-2.9915726,2018
London, United Kingdom,88.69,76.67,82.89,67.36,96.36,92.61,51.5073509,-0.1277583,2018
Manchester, United Kingdom,77.15,30.87,54.83,63.07,85.92,98.91,53.4807593,-2.2426305,2018
Newcastle Upon Tyne, United Kingdom,69.91,25.69,48.58,54.05,78.46,127.4,54.978252,-1.61778,2018
Norwich, United Kingdom,75.4,25.34,51.26,58.53,81.1,89.95,52.6308859,1.297355,2018
Nottingham, United Kingdom,75.98,24.8,51.3,65.92,75.29,107.61,52.9547832,-1.1581086,2018
Oxford, United Kingdom,79.37,53.29,66.79,62.18,81.92,86.68,51.7520209,-1.2577263,2018
Reading, United Kingdom,85.56,40.91,64.03,71.32,95.36,130.18,51.4542645,-0.9781303,2018
Sheffield, United Kingdom,74.31,25.05,50.55,56.87,84.47,110.96,53.381129,-1.470085,2018
Southampton, United Kingdom,71.48,33.09,52.97,58.97,76,116.26,50.9097004,-1.4043509,2018
Akron,United States,72.65,21.57,48.02,77.33,63.79,99.21,41.0814447,-81.5190053,2018
Albuquerque,United States,65.73,25.5,46.33,68.04,64.58,123.57,35.0843859,-106.650422,2018
Anchorage,United States,94.99,40.12,68.53,101.18,84.55,124.92,61.2180556,-149.9002778,2018
Ann Arbor,United States,70.01,45.26,58.07,69.31,62.97,163.57,42.2808256,-83.7430378,2018
Arlington,United States,89.2,61.85,76.01,88.51,82.63,120.53,38.8816208,-77.0909809,2018
Asheville,United States,77.36,37.85,58.31,84.94,72.18,111.73,35.5950581,-82.5514869,2018
Atlanta,United States,74.97,45.83,60.92,75,74.81,153.77,33.7489954,-84.3879824,2018
Austin,United States,72.46,49.8,61.53,73.02,75.56,140.39,30.267153,-97.7430608,2018
Bakersfield,United States,69.2,29.09,49.86,71.91,64.38,120.54,35.3732921,-119.0187125,2018
Baltimore,United States,76.57,45.03,61.36,73.92,80.16,116.79,39.2903848,-76.6121893,2018
Berkeley,United States,87.82,78.69,83.42,97.88,78.29,115.84,37.8715926,-122.272747,2018
Birmingham,United States,74.64,31.36,53.77,76.12,74.13,134.55,33.5185892,-86.8103567,2018
Boise,United States,62.65,28.91,46.37,58.7,65.39,130.86,43.6150186,-116.2023137,2018
Boston,United States,87.05,78.72,83.03,88.99,86.2,101.35,42.3600825,-71.0588801,2018
Boulder,United States,82.19,53.8,68.5,86.22,74.92,143.02,40.0149856,-105.2705456,2018
Brooklyn,United States,93.79,76.24,85.33,92.73,100.58,87.04,40.6781784,-73.9441579,2018
Buffalo,United States,72.15,28.94,51.31,69.14,72.72,120.23,42.8864468,-78.8783689,2018
Burlington,United States,78.89,41.89,61.05,82.04,79.41,101.19,44.4758825,-73.212072,2018
Charleston,United States,86.19,45.99,66.8,98.41,71.87,115.41,32.7764749,-79.9310512,2018
Charlotte,United States,75.35,40.62,58.6,79.4,73.87,112.72,35.2270869,-80.8431267,2018
Chattanooga,United States,66.89,27.77,48.02,67.8,62.68,145.27,35.0456297,-85.3096801,2018
Chicago,United States,80.16,56.71,68.85,79.14,77.99,119.17,41.8781136,-87.6297982,2018
Cincinnati,United States,69.13,31.11,50.79,61.6,70.4,136.92,39.1031182,-84.5120196,2018
Cleveland,United States,73.47,28.35,51.71,67.52,74.7,146.27,41.49932,-81.6943605,2018
Columbia,United States,69.7,29.48,50.3,75.37,65.65,92.47,34.0007104,-81.0348144,2018
Columbus,United States,69.13,35.51,52.92,66.96,62.16,125.47,39.9611755,-82.9987942,2018
Dallas,United States,65.94,42.64,54.7,61.95,67.11,162.37,32.7766642,-96.7969879,2018
Dayton,United States,69.76,21.96,46.71,73.53,62.38,114.2,39.7589478,-84.1916069,2018
Denver,United States,77.31,54,66.07,77.48,79.43,130.1,39.7392358,-104.990251,2018
Des Moines,United States,69.37,31.23,50.97,73.45,63.64,125.85,41.5868353,-93.6249593,2018
Detroit,United States,70.2,35.48,53.45,67.02,59.3,131.62,42.331427,-83.0457538,2018
Durham,United States,66.44,35.54,51.54,64.75,67.79,146.95,35.9940329,-78.898619,2018
Eugene,United States,78.94,31.38,56,91.86,69.07,109.06,44.0520691,-123.0867536,2018
Fayetteville,United States,74.9,24.85,50.76,81.39,69.15,104.92,35.0526641,-78.8783585,2018
Fort Collins,United States,73.57,42.07,58.38,81.45,61.31,73.23,40.5852602,-105.084423,2018
Fort Lauderdale,United States,77.67,51.63,65.11,79.05,77.85,104.35,26.1224386,-80.1373174,2018
Fort Myers,United States,68.06,31.9,50.62,71.88,62.43,86.87,26.640628,-81.8723084,2018
Fort Worth,United States,67.81,35.29,52.12,66.57,65.5,142.22,32.7554883,-97.3307658,2018
Fresno,United States,72.36,30.94,52.38,72.51,75.89,110.71,36.7377981,-119.7871247,2018
Grand Rapids,United States,70.58,32.95,52.43,69.69,70.77,143.87,42.9633599,-85.6680863,2018
Greensboro,United States,74.1,26.05,50.93,80.28,62.04,141.87,36.0726354,-79.7919754,2018
Greenville,United States,74.08,36.03,55.73,83.74,67.18,127.49,34.8526176,-82.3940104,2018
Harrisburg,United States,69.91,27.78,49.59,72.58,66.41,140.56,40.2731911,-76.8867008,2018
Hartford,United States,80.86,42.15,62.19,78.41,86.26,101.57,41.7658043,-72.6733723,2018
Honolulu,United States,94.15,62.82,79.04,104.69,82.86,103.08,21.3069444,-157.8583333,2018
Houston,United States,70.37,44.1,57.7,71.01,71.15,145.38,29.7604267,-95.3698028,2018
Huntsville,United States,63.34,27.45,46.03,64.13,63.83,152.26,34.7303688,-86.5861037,2018
Indianapolis,United States,74.72,35.67,55.89,73.92,74.26,94.22,39.768403,-86.158068,2018
Irvine,United States,83.73,66.26,75.3,89.49,76.5,139.48,33.6845673,-117.8265049,2018
Jacksonville,United States,73.58,32.27,53.66,77.14,73.25,117.13,30.3321838,-81.655651,2018
Jersey City,United States,79.91,66,73.2,79.5,85.95,130.99,40.7177545,-74.0431435,2018
Kansas City,United States,69.05,29.33,49.89,68.17,63.04,135.76,39.0997265,-94.5785667,2018
Knoxville,United States,62.18,29.77,46.55,60.36,64.67,128.69,35.9606384,-83.9207392,2018
Las Vegas,United States,70.97,29.98,51.2,66.54,74.53,148.81,36.1699412,-115.1398296,2018
Lexington,United States,67.9,25.51,47.45,69.03,62.48,130.77,38.0405837,-84.5037164,2018
Little Rock,United States,71.29,24.83,48.89,77.24,64.98,132.31,34.7464809,-92.2895948,2018
Los Angeles,United States,82.3,68.75,75.77,82.73,82.48,109.01,34.0522342,-118.2436849,2018
Louisville,United States,65.14,28.33,47.39,65.76,65.91,127.21,38.2526647,-85.7584557,2018
Madison,United States,65.6,36.95,51.78,62.5,66.34,144.83,43.0730517,-89.4012302,2018
Melbourne,United States,77.09,29.38,54.08,85.53,77.04,128.34,28.0836269,-80.6081089,2018
Memphis,United States,72.95,27.52,51.04,73.96,70.71,154.91,35.1495343,-90.0489801,2018
Miami,United States,86.01,63.2,75.01,87.37,95.81,97.81,25.7616798,-80.1917902,2018
Milwaukee,United States,73.37,35.5,55.11,71.9,71.59,139.23,43.0389025,-87.9064736,2018
Minneapolis,United States,81.46,45.65,64.19,87.48,75.88,131.08,44.977753,-93.2650108,2018
Mobile,United States,65.31,24.63,45.69,67.4,64.09,122.2,30.6953657,-88.0398912,2018
Nashville,United States,71.88,47.73,60.23,74.28,69.38,125.4,36.1626638,-86.7816016,2018
New Haven,United States,84.13,47.53,66.48,92.86,86.18,127.41,41.308274,-72.9278835,2018
New Orleans,United States,76.64,40.21,59.07,75.15,84,116.56,29.9510658,-90.0715323,2018
New York,United States,100,100,100,100,100,100,40.7127753,-74.0059728,2018
Newark,United States,72.68,40.31,57.07,66.47,77.87,94.1,40.735657,-74.1723667,2018
Oakland,United States,85.11,79.57,82.44,88.65,81.38,97.94,37.8043637,-122.2711137,2018
Oklahoma City,United States,64.29,26.54,46.09,66.52,58.15,142.4,35.4675602,-97.5164276,2018
Orlando,United States,76.63,37.35,57.68,82.77,69.38,129.02,28.5383355,-81.3792365,2018
Pensacola,United States,64.88,28.72,47.44,62.12,64.75,128.73,30.421309,-87.2169149,2018
Philadelphia,United States,83.46,48.09,66.4,82.24,79.37,116.06,39.9525839,-75.1652215,2018
Phoenix,United States,66.87,33.32,50.69,62.4,71.42,139.29,33.4483771,-112.0740373,2018
Pittsburgh,United States,78.66,39.02,59.54,76.56,70.89,133.38,40.4406248,-79.9958864,2018
Plano,United States,75.32,40.02,58.3,73.93,63.49,101.69,33.0198431,-96.6988856,2018
Portland,United States,78.45,51.72,65.56,79.56,68.4,125.57,45.5154586,-122.6793461,2018
Queens,United States,80.77,64.73,73.04,74.39,87.27,113.4,40.7282239,-73.7948516,2018
Raleigh,United States,71.4,37.42,55.02,78.32,70.58,131.99,35.7795897,-78.6381787,2018
Reno,United States,62.88,35.99,49.92,58.04,64.1,136.4,39.5296329,-119.8138027,2018
Rochester,United States,70.52,30.31,51.13,72.96,74.66,158.71,43.1565779,-77.6088465,2018
Sacramento,United States,78.75,43.34,61.67,80.02,74.2,135.14,38.5815719,-121.4943996,2018
Saint Louis,United States,70.76,30.11,51.15,71.33,68.14,144.7,38.6270025,-90.1994042,2018
Saint Paul,United States,78.37,40.38,60.05,81.15,74.68,97.64,44.9537029,-93.0899578,2018
Saint Petersburg,United States,73.29,41.01,57.72,72.82,75.33,145.31,27.7676008,-82.6402915,2018
Salem,United States,69.81,32,51.58,70.61,68.39,106.58,42.51954,-70.8967155,2018
Salt Lake City,United States,66.76,34.91,51.4,64.48,68.75,148.6,40.7607793,-111.8910474,2018
San Antonio,United States,60.92,34.5,48.18,58.17,60.96,154.92,29.4241219,-98.4936282,2018
San Diego,United States,77.01,61.91,69.73,75.09,82.09,142.72,32.715738,-117.1610838,2018
San Francisco,United States,97.84,115.36,106.29,107.52,91.06,92.96,37.7749295,-122.4194155,2018
San Jose,United States,82.87,81.81,82.36,85.4,83.12,134.82,37.3382082,-121.8863286,2018
Santa Barbara,United States,79.17,71.45,75.45,76.47,87.43,134.38,34.4208305,-119.6981901,2018
Seattle,United States,88.04,64.41,76.64,89.85,83.22,144.6,47.6062095,-122.3320708,2018
Shreveport,United States,72.07,25.24,49.48,78.42,64.04,76.03,32.5251516,-93.7501789,2018
Spokane,United States,69.26,26.97,48.86,70.06,64.46,135.55,47.6587802,-117.4260465,2018
Springfield,United States,66.4,18.79,43.44,73.6,63.28,77.68,42.1014831,-72.589811,2018
Syracuse,United States,72.88,30.77,52.57,72.26,67.76,103.63,43.0481221,-76.1474244,2018
Tacoma,United States,82.54,36.82,60.49,88.02,72.46,125.1,47.2528768,-122.4442906,2018
Tampa,United States,76.53,42.09,59.92,80.64,80.21,144.43,27.950575,-82.4571776,2018
Tucson,United States,63,23.8,44.1,61.12,63.64,138.07,32.2226066,-110.9747108,2018
Tulsa,United States,66.71,28.61,48.34,67.6,62.03,123.2,36.1539816,-95.992775,2018
Vancouver,United States,67.79,34.12,51.55,61.12,67.28,127.95,45.6272259,-122.6727305,2018
Washington,United States,91.94,73.3,82.95,92.74,85,120.62,47.7510741,-120.7401385,2018
West Palm Beach,United States,76.52,43.11,60.41,79.59,78.92,124.36,26.7153424,-80.0533746,2018
Wichita,United States,67.02,24.63,46.58,67.02,68.1,118.39,37.6871761,-97.330053,2018
Montevideo, Uruguay,67.18,21.14,44.97,54.33,70.89,35.71,-34.9011127,-56.1645314,2018
Caracas, Venezuela,33.64,9.63,22.06,35.03,30.79,3.72,10.4805937,-66.9036063,2018
Hanoi, Vietnam,39.89,14.56,27.67,40.28,22.71,27.09,21.0277644,105.8341598,2018
Ho Chi Minh City, Vietnam,41.28,18.81,30.45,42.17,21.09,36.92,10.8230989,106.6296638,2018
Harare, Zimbabwe,50.74,14.24,33.14,45.45,36.15,26.86,-17.8251657,31.03351,2018
